5TH SUBPARAGRAPH OF THE 4TH UNDESIGNATED PARAGRAPH OF SECTION 4 OF THE FEDERAL RESERVE ACT 12 USC 341;0;LegalReferences
SECTION 1109 OF THE DODD-FRANK WALL STREET REFORM AND CONSUMER PROTECTION ACT;0;LegalReferences
ASSET-BACKED COMMERCIAL PAPER MONEY MARKET MUTUAL FUND LIQUIDITY FACILITY;0;EconomicOperands
SECTION 13C4GI OF THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1823C4GI;0;LegalReferences
SECTION 13C4G OF THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1823C4G;0;LegalReferences
SECTION 133C SECTION 714F3C OF TITLE 31 UNITED STATES CODE;0;LegalReferences
DODD-FRANK WALL STREET REFORM AND CONSUMER PROTECTION ACT;19;LegalReferences
SECTION 502 OF THE GRAMM-LEACH-BLILEY ACT 12 USC 6802;0;LegalReferences
SECTION 13C4GI OF THE FEDERAL DEPOSIT INSURANCE ACT;0;LegalReferences
SECTION 133 OF THE FEDERAL RESERVE ACT 12 USC 343;0;LegalReferences
SECTION 2B OF THE FEDERAL RESERVE ACT 12 USC 225B;0;LegalReferences
COMMITTEE ON BANKING HOUSING AND URBAN AFFAIRS;91;EconomicOperands
RULE XXII OF THE STANDING RULES OF THE SENATE;0;LegalReferences
SECTION 714F3C OF TITLE 31 UNITED STATES CODE;0;LegalReferences
THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1813;21;LegalReferences
COMMITTEE ON FINANCIAL SERVICES OF THE HOUSE;80;EconomicOperands
CHAPTER 31 OF TITLE 31 UNITED STATES CODE;2;LegalReferences
THE FEDERAL RESERVE ACT 12 USC 241 ET SEQ;0;LegalReferences
COMPTROLLER GENERAL OF THE UNITED STATES;58;EconomicOperands
DEPOSITORY INSTITUTION HOLDING COMPANY;22;EconomicOperands
SECTION 133 OF THE FEDERAL RESERVE ACT;0;LegalReferences
THE FEDERAL RESERVE ACT 12 USC 242;0;LegalReferences
THE FEDERAL RESERVE ACT 12 USC 248;4;LegalReferences
THE FEDERAL RESERVE ACT 12 USC 343;0;LegalReferences
THE FEDERAL DEPOSIT INSURANCE ACT;59;LegalReferences
TERM SECURITIES LENDING FACILITY;0;EconomicOperands
INSURED DEPOSITORY INSTITUTION;167;EconomicOperands
PRIMARY DEALER CREDIT FACILITY;0;EconomicOperands
FEDERAL DEPOSIT INSURANCE ACT;4;LegalReferences
MORTGAGE-BACKED SECURITIES;1;EconomicOperands
VICE CHAIRMEN OF THE BOARD;0;EconomicOperands
FREEDOM OF INFORMATION ACT;3;LegalReferences
COVERED FINANCIAL COMPANY;415;EconomicOperands
SECRETARY OF THE TREASURY;38;EconomicOperands
CERTIFICATION MATERIALLY;1;EconomicOperands
HOUSE OF REPRESENTATIVES;26;EconomicOperands
ASSET-BACKED SECURITIES;18;EconomicOperands
BROAD-BASED ELIGIBILITY;1;EconomicOperands
CHIEF EXECUTIVE OFFICER;5;EconomicOperands
SPECIAL PURPOSE VEHICLE;0;EconomicOperands
THE FEDERAL RESERVE ACT;24;LegalReferences
IN CONNECTION THEREWITH;4;LogicalConnectors
DEPOSITORY INSTITUTION;83;EconomicOperands
EXECUTIVE COMPENSATION;8;EconomicOperands
OPEN MARKET OPERATIONS;0;EconomicOperands
CONFLICTS OF INTEREST;78;EconomicOperands
SUPERVISORY FUNCTIONS;0;EconomicOperands
