HOUSING ENTERPRISES FINANCIAL SAFETY AND SOUNDNESS ACT OF 1992 12 USC 4501 ET SEQ;0;LegalReferences
THRIFT DEPOSITOR PROTECTION OVERSIGHT BOARD OF THE RESOLUTION TRUST CORPORATION;0;EconomicOperands
THE DEPOSITORY INSTITUTION MANAGEMENT INTERLOCKS ACT 12 USC 3201 ET SEQ;0;LegalReferences
THE ENHANCING FINANCIAL INSTITUTION SAFETY AND SOUNDNESS ACT OF 2010;1;LegalReferences
FINANCIAL INSTITUTIONS REFORM RECOVERY AND ENFORCEMENT ACT OF 1989;7;LegalReferences
HOUSING ENTERPRISES FINANCIAL SAFETY AND SOUNDNESS ACT OF 1992;2;LegalReferences
THE NEIGHBORHOOD REINVESTMENT CORPORATION ACT 42 USC 8105C3;0;LegalReferences
DODD-FRANK WALL STREET REFORM AND CONSUMER PROTECTION ACT;24;LegalReferences
THE COMMUNITY REINVESTMENT ACT OF 1977 12 USC 2901 ET SEQ;0;LegalReferences
THE BANK HOLDING COMPANY ACT OF 1956 12 USC 1841 ET SEQ;8;LegalReferences
THE FLOOD DISASTER PROTECTION ACT OF 1973 42 USC 4003A5;0;LegalReferences
ADMINISTRATIVE SERVICES ACT OF 1949 41 USC 251 ET SEQ;0;LegalReferences
THE SECURITIES EXCHANGE ACT OF 1934 15 USC 78A ET SEQ;27;LegalReferences
THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1811 ET SEQ;4;LegalReferences
THE BANK PROTECTION ACT OF 1968 12 USC 1881 ET SEQ;0;LegalReferences
THE FINANCIAL INSTITUTIONS SUPERVISORY ACT OF 1966;0;LegalReferences
THE BANK SERVICE COMPANY ACT 12 USC 1861 ET SEQ;1;LegalReferences
THE FEDERAL CREDIT UNION ACT 12 USC 1751 ET SEQ;3;LegalReferences
THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1813B2;0;LegalReferences
THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1813B3;0;LegalReferences
THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1813Q1;1;LegalReferences
THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1817B1;0;LegalReferences
THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1817B2;0;LegalReferences
THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1821A1;0;LegalReferences
COMMITTEE ON BANKING HOUSING AND URBAN AFFAIRS;93;EconomicOperands
FEDERAL SAVINGS AND LOAN INSURANCE CORPORATION;0;EconomicOperands
THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1812;0;LegalReferences
THE FEDERAL DEPOSIT INSURANCE ACT 12 USC 1813;20;LegalReferences
COMMITTEE ON FINANCIAL SERVICES OF THE HOUSE;81;EconomicOperands
HOUSING AND URBAN-RURAL RECOVERY ACT OF 1983;0;LegalReferences
THE BANK ENTERPRISE ACT OF 1991 12 USC 1834A;0;LegalReferences
THE HOME OWNERS LOAN ACT 12 USC 1461 ET SEQ;3;LegalReferences
THE FEDERAL CREDIT UNION ACT 12 USC 1787K1;0;LegalReferences
THE FEDERAL CREDIT UNION ACT 12 USC 1787K5;0;LegalReferences
OFFICE OF THE COMPTROLLER OF THE CURRENCY;26;EconomicOperands
CHAPTER 89A OF TITLE 5 UNITED STATES CODE;1;LegalReferences
NEIGHBORHOOD REINVESTMENT CORPORATION ACT;0;LegalReferences
THE FEDERAL RESERVE ACT 12 USC 221 ET SEQ;0;LegalReferences
CHAPTER 71 OF TITLE 5 UNITED STATES CODE;3;LegalReferences
NONINTEREST-BEARING TRANSACTION ACCOUNT;0;EconomicOperands
DEFICIT CONTROL ACT OF 1985 2 USC 906H;0;LegalReferences
FEDERAL DEPOSIT INSURANCE CORPORATION;69;EconomicOperands
FLOOD DISASTER PROTECTION ACT OF 1973;0;LegalReferences
REVISED STATUTES OF THE UNITED STATES;10;LegalReferences
THE HOUSING ACT OF 1948 12 USC 1701CC;0;LegalReferences
THE INTERNATIONAL BANKING ACT OF 1978;2;LegalReferences
CONSUMER FINANCIAL PROTECTION BUREAU;2;EconomicOperands
NATIONAL CREDIT UNION ADMINISTRATION;43;EconomicOperands
THE HOME OWNERS LOAN ACT 12 USC 1468;1;LegalReferences
APPROPRIATE FEDERAL BANKING AGENCY;104;EconomicOperands
SECURITIES AND EXCHANGE COMMISSION;160;EconomicOperands
COMMUNITY REINVESTMENT ACT OF 1977;0;LegalReferences
THE FEDERAL RESERVE ACT 12 USC 248;5;LegalReferences
COMMUNITY DEVELOPMENT ACT OF 1992;0;LegalReferences
THE FEDERAL DEPOSIT INSURANCE ACT;48;LegalReferences
SAVINGS AND LOAN HOLDING COMPANY;35;EconomicOperands
SECURITIES EXCHANGE ACT OF 1934;15;EconomicOperands
EMERGENCY HOMEOWNERS RELIEF ACT;0;LegalReferences
PUBLIC LAW 101647 104 STAT 4890;0;LegalReferences
PUBLIC LAW 102550 106 STAT 3798;0;LegalReferences
INSURED DEPOSITORY INSTITUTION;163;EconomicOperands
THE FEDERAL HOME LOAN BANK ACT;0;LegalReferences
FEDERAL DEPOSIT INSURANCE ACT;5;LegalReferences
PUBLIC LAW 10173 103 STAT 440;0;LegalReferences
THE CRIME CONTROL ACT OF 1990;0;LegalReferences
OFFICE OF THRIFT SUPERVISION;38;EconomicOperands
THE BANK HOLDING COMPANY ACT;3;LegalReferences
COMPTROLLER OF THE CURRENCY;53;EconomicOperands
FEDERAL SAVINGS ASSOCIATION;28;EconomicOperands
HISTORICALLY BLACK COLLEGES;0;EconomicOperands
BANK ENTERPRISE ACT OF 1991;0;LegalReferences
BANK PROTECTION ACT OF 1968;0;LegalReferences
CODE OF FEDERAL REGULATIONS;12;LegalReferences
DEFICIT CONTROL ACT OF 1985;0;LegalReferences
HOLDING COMPANY ACT OF 1956;1;LegalReferences
SECTION 206G7 12 USC 1786G7;0;LegalReferences
DEPARTMENT OF THE TREASURY;17;EconomicOperands
SECTION 1103A 12 USC 3332A;0;LegalReferences
SECTION 1315B 12 USC 4515B;0;LegalReferences
SECTION 1317C 12 USC 4517C;0;LegalReferences
SECRETARY OF THE TREASURY;39;EconomicOperands
STATE SAVINGS ASSOCIATION;17;EconomicOperands
CRIME CONTROL ACT OF 1990;0;LegalReferences
MANAGEMENT INTERLOCKS ACT;0;LegalReferences
SECTION 11A2 12 USC 248A2;0;LegalReferences
SECTION 1206 12 USC 1833B;0;LegalReferences
SECTION 1216 12 USC 1833E;0;LegalReferences
SECTION 1B4 12 USC 1861B4;0;LegalReferences
SECTION 210A 12 USC 3208A;0;LegalReferences
SECTION 23B1 15 USC 78WB1;0;LegalReferences
SECTION 2J3 12 USC 1841J3;0;LegalReferences
SECTION 33E 12 USC 1831JE;0;LegalReferences
SECTION 7C2 12 USC 1867C2;0;LegalReferences
SUBPARAGRAPHS A THROUGH C;2;LegalReferences
SUBPARAGRAPHS A THROUGH G;1;LegalReferences
SUBPARAGRAPHS A THROUGH J;0;LegalReferences
SUBPARAGRAPHS B THROUGH D;0;LegalReferences
SUBPARAGRAPHS B THROUGH E;2;LegalReferences
SUBPARAGRAPHS C D E AND F;0;LegalReferences
SUBPARAGRAPHS C THROUGH F;0;LegalReferences
SUBPARAGRAPHS C THROUGH G;0;LegalReferences
SUBPARAGRAPHS D E F AND H;0;LegalReferences
SUBPARAGRAPHS D THROUGH F;1;LegalReferences
SUBPARAGRAPHS D THROUGH G;0;LegalReferences
SUBPARAGRAPHS D THROUGH H;0;LegalReferences
SUBPARAGRAPHS E THROUGH H;0;LegalReferences
CAREER RESERVED POSITION;1;EconomicOperands
DESIGNATED TRANSFER DATE;97;EconomicOperands
EXISTING RETIREMENT PLAN;12;EconomicOperands
FEDERAL BANKING AGENCIES;62;EconomicOperands
FEDERAL CREDIT UNION ACT;1;EconomicOperands
SENIOR EXECUTIVE SERVICE;5;EconomicOperands
SECTION 19E 12 USC 1829E;0;LegalReferences
SECTION 8336D2 OR 8414B1;1;LegalReferences
SECTIONS 301 THROUGH 326;0;LegalReferences
THE HOME OWNERS LOAN ACT;11;LegalReferences
THE NATIONAL HOUSING ACT;4;LegalReferences
DEPOSITORY INSTITUTIONS;22;EconomicOperands
MINORITY-OWNED BUSINESS;2;EconomicOperands
SECTION 10 12 USC 1467A;1;LegalReferences
SECTION 12 12 USC 1468A;0;LegalReferences
SECTION 12I 15 USC 78LI;0;LegalReferences
SECTION 13 12 USC 1468A;0;LegalReferences
SECTION 19B 12 USC 461B;0;LegalReferences
SECTION 205 12 USC 1785;0;LegalReferences
SECTION 207 12 USC 3206;0;LegalReferences
SECTION 209 12 USC 3207;0;LegalReferences
SECTION 28 12 USC 1831E;0;LegalReferences
SECTION 5F 12 USC 1844F;0;LegalReferences
SECTION 803 12 USC 2902;0;LegalReferences
SECTION 806 12 USC 2905;0;LegalReferences
SUBPARAGRAPHS A B AND D;1;LegalReferences
SUBSECTIONS M N O AND P;0;LegalReferences
THE FEDERAL RESERVE ACT;27;LegalReferences
BANK HOLDING COMPANIES;51;EconomicOperands
DEPOSITORY INSTITUTION;76;EconomicOperands
FEDERAL BANKING AGENCY;18;EconomicOperands
FINANCIAL INSTITUTIONS;89;EconomicOperands
CHAPTER 89B OF TITLE 5;1;LegalReferences
PARAGRAPHS 1 THROUGH 4;7;LegalReferences
PARAGRAPHS 2 THROUGH 7;1;LegalReferences
PARAGRAPHS 4 THROUGH 9;0;LegalReferences
SECTION 10 12 USC 1820;0;LegalReferences
SECTION 11 12 USC 1468;0;LegalReferences
SECTION 11 12 USC 1821;0;LegalReferences
SECTION 18 12 USC 1828;0;LegalReferences
SECTION 3 12 USC 1462A;0;LegalReferences
SECTION 8 12 USC 1466A;0;LegalReferences
TO THE MAXIMUM EXTENT;7;Attributes
FEDERAL RESERVE BOARD;0;EconomicOperands
FINANCING CORPORATION;0;EconomicOperands
CHAPTER 87 OF TITLE 5;2;LegalReferences
CHAPTER 90 OF TITLE 5;1;LegalReferences
CLAUSES I THROUGH III;7;LegalReferences
CLAUSES I THROUGH VII;0;LegalReferences
CLAUSES II III AND IV;0;LegalReferences
SECTION 1 12 USC 1461;0;LegalReferences
SECTION 2 12 USC 1462;0;LegalReferences
SECTION 2 12 USC 1881;0;LegalReferences
SECTION 3 12 USC 1813;0;LegalReferences
SECTION 3 12 USC 1882;0;LegalReferences
SECTION 4 12 USC 1463;0;LegalReferences
SECTION 4 12 USC 1843;0;LegalReferences
SECTION 5 12 USC 1464;0;LegalReferences
SECTION 5 12 USC 1884;0;LegalReferences
SECTION 7 12 USC 1817;0;LegalReferences
SECTION 8 12 USC 1818;0;LegalReferences
SECTION 9 12 USC 1467;0;LegalReferences
SUBPARAGRAPHS A AND B;26;LegalReferences
SUBPARAGRAPHS B AND C;7;LegalReferences
SUBPARAGRAPHS C AND D;1;LegalReferences
SUBPARAGRAPHS C AND G;0;LegalReferences
SUBPARAGRAPHS D AND E;0;LegalReferences
SUBPARAGRAPHS G AND H;0;LegalReferences
AGENCY ADMINISTRATOR;0;EconomicOperands
BANK HOLDING COMPANY;117;EconomicOperands
DISTRICT OF COLUMBIA;13;EconomicOperands
FINDINGS CONCLUSIONS;5;EconomicOperands
INSURED CREDIT UNION;31;EconomicOperands
TRANSFERRED EMPLOYEE;14;EconomicOperands
WOMEN-OWNED BUSINESS;2;EconomicOperands
CLAUSES I THROUGH IV;2;LegalReferences
CLAUSES III IV AND V;0;LegalReferences
HOME OWNERS LOAN ACT;3;LegalReferences
NATIONAL HOUSING ACT;0;LegalReferences
RULE OF CONSTRUCTION;61;Other
BUSINESS ACTIVITIES;2;EconomicOperands
CONSUMER PROTECTION;17;EconomicOperands
DEPARTMENT OF LABOR;2;EconomicOperands
SAVINGS ASSOCIATION;40;EconomicOperands
FEDERAL RESERVE ACT;6;LegalReferences
HOUSING ACT OF 1948;0;LegalReferences
PART 875 OF TITLE 5;1;LegalReferences
SERVICE COMPANY ACT;0;LegalReferences
SUBSECTIONS A AND B;23;LegalReferences
SUBSECTIONS E AND F;3;LegalReferences
UNDESIGNATED MATTER;6;Other
BOARD OF GOVERNORS;466;EconomicOperands
FINANCIAL LITERACY;22;EconomicOperands
FINANCIAL SERVICES;16;EconomicOperands
MAGAZINES ORIENTED;0;EconomicOperands
POLICY-DETERMINING;3;EconomicOperands
REVENUES GENERATED;2;EconomicOperands
SUPERVISORY AGENCY;48;EconomicOperands
TOTAL CONSOLIDATED;27;EconomicOperands
IN CONNECTION WITH;175;FunctionWords
CLAUSES II AND III;2;LegalReferences
PARAGRAPHS 1 AND 2;26;LegalReferences
PARAGRAPHS 1 AND 3;3;LegalReferences
PARAGRAPHS 2 AND 3;10;LegalReferences
PARAGRAPHS 3 AND 4;1;LegalReferences
PARAGRAPHS 4 AND 5;0;LegalReferences
PARAGRAPHS 5 AND 6;4;LegalReferences
UNITED STATES CODE;148;LegalReferences
AS THE CASE MAY BE;6;LogicalConnectors
FOR THE PURPOSE OF;77;LogicalConnectors
IN ACCORDANCE WITH;241;LogicalConnectors
SEPTEMBER 30 2020;0;Attributes
AFFECTED EMPLOYEE;2;EconomicOperands
DEPOSIT INSURANCE;26;EconomicOperands
EXECUTIVE OFFICER;9;EconomicOperands
HOLDING COMPANIES;43;EconomicOperands
POLICY-ADVOCATING;3;EconomicOperands
STATE MEMBER BANK;1;EconomicOperands
IN THE CONTEXT OF;4;FunctionWords
TABLE OF CONTENTS;3;FunctionWords
12 USC 1467A NOTE;0;LegalReferences
ATTORNEY GENERAL;44;EconomicOperands
BECOME EFFECTIVE;29;EconomicOperands
PERIOD BEGINNING;83;EconomicOperands
REGULATION AFTER;0;EconomicOperands
RESPONSIBILITIES;43;EconomicOperands
SERVICE PROVIDER;61;EconomicOperands
12 USC 1437 NOTE;0;LegalReferences
12 USC 1463 NOTE;0;LegalReferences
12 USC 1464 NOTE;0;LegalReferences
12 USC 1811 NOTE;1;LegalReferences
12 USC 1812 NOTE;0;LegalReferences
12 USC 1818 NOTE;0;LegalReferences
PUBLIC LAW 93100;0;LegalReferences
REVISED STATUTES;1;LegalReferences
ASSESSMENT BASE;1;EconomicOperands
FEDERAL RESERVE;156;EconomicOperands
INSTRUMENTALITY;22;EconomicOperands
INTERPRETATIONS;10;EconomicOperands
INVESTMENT BANK;4;EconomicOperands
REGULATIONS FOR;2;EconomicOperands
REPRESENTATIVES;114;EconomicOperands
RESPONSIBLE FOR;40;EconomicOperands
STATE-CHARTERED;9;EconomicOperands
WOMENS BUSINESS;0;EconomicOperands
ASSOCIATED WITH;114;FunctionWords
12 USC 1441AR4A;0;LegalReferences
12 USC 1441AR4B;0;LegalReferences
28 USC 509 NOTE;0;LegalReferences
SECTION 8706B1A;1;LegalReferences
THIS SUBSECTION;406;LegalReferences
NOTWITHSTANDING;171;LogicalConnectors
WITH RESPECT TO;657;LogicalConnectors
SUBSTITUTED FOR;6;Other
RECOMMENDATIONS;142;RegulatoryOperators
JANUARY 1 2008;0;Attributes
JANUARY 1 2013;2;Attributes
OCTOBER 3 2008;0;Attributes
WHERE FEASIBLE;4;Attributes
ADMINISTRATION;35;EconomicOperands
ADMINISTRATIVE;77;EconomicOperands
ADVERTISEMENTS;3;EconomicOperands
BANKING SYSTEM;6;EconomicOperands
CARE INSURANCE;6;EconomicOperands
COMMUNICATIONS;6;EconomicOperands
CORRESPONDENCE;4;EconomicOperands
EFFECTIVE DATE;95;EconomicOperands
FAIR TREATMENT;0;EconomicOperands
FEDERAL AGENCY;55;EconomicOperands
IDENTIFICATION;27;EconomicOperands
IMPLEMENTATION;41;EconomicOperands
INSURED BRANCH;1;EconomicOperands
MINORITY-OWNED;7;EconomicOperands
RECOMMENDATION;64;EconomicOperands
REORGANIZATION;10;EconomicOperands
SUBCONTRACTORS;0;EconomicOperands
TALENTED YOUNG;0;EconomicOperands
SECTION 21AR4A;0;LegalReferences
SECTION 21AR4B;0;LegalReferences
SECTION 2539C2;0;LegalReferences
SECTION 2554B2;0;LegalReferences
SECTION 312B1A;0;LegalReferences
SECTION 312B2B;0;LegalReferences
SECTION 312B2C;0;LegalReferences
SECTION 7B3EII;0;LegalReferences
SECTIONS 8706B;1;LegalReferences
SUBPARAGRAPH A;366;LegalReferences
SUBPARAGRAPH B;147;LegalReferences
SUBPARAGRAPH C;56;LegalReferences
SUBPARAGRAPH D;35;LegalReferences
SUBPARAGRAPH E;7;LegalReferences
SUBPARAGRAPH F;4;LegalReferences
SUBPARAGRAPH G;6;LegalReferences
SUBPARAGRAPH H;4;LegalReferences
SUBSECTION B1C;1;LegalReferences
SUBSECTION C1A;4;LegalReferences
THIS PARAGRAPH;193;LegalReferences
IN ADDITION TO;34;LogicalConnectors
IN THE CASE OF;116;LogicalConnectors
NOT LATER THAN;281;LogicalConnectors
CLAUSE HEADING;1;Other
DETERMINATIONS;37;Other
PRIOR APPROVAL;10;RegulatoryOperators
ADMINISTERING;13;EconomicOperands
APPORTIONMENT;7;EconomicOperands
BANKERS BANKS;0;EconomicOperands
CERTIFICATION;73;EconomicOperands
CONSIDERATION;67;EconomicOperands
CONTRIBUTIONS;6;EconomicOperands
CREDIT UNIONS;10;EconomicOperands
DEMONSTRATING;0;EconomicOperands
DETERMINATION;268;EconomicOperands
DISADVANTAGED;0;EconomicOperands
INCORPORATION;2;EconomicOperands
INVOLUNTARILY;4;EconomicOperands
LAST SENTENCE;3;EconomicOperands
NATIONAL BANK;60;EconomicOperands
OPPORTUNITIES;9;EconomicOperands
ORGANIZATIONS;35;EconomicOperands
PARTICIPATION;33;EconomicOperands
POLICY-MAKING;3;EconomicOperands
REGULATION OF;65;EconomicOperands
REIMBURSEMENT;14;EconomicOperands
RESERVE RATIO;0;EconomicOperands
