SECTIONS 116D AND 502BB OF THE FOREIGN ASSISTANCE ACT OF 1961 22 USC 2151ND AND 2304B;0
SECTION 13A OR 15D OF THE SECURITIES EXCHANGE ACT OF 1934 15 USC 78M 78O;0
UNITED NATIONS GROUP OF EXPERTS ON THE DEMOCRATIC REPUBLIC OF CONGO;0
THE FEDERAL MINE SAFETY AND HEALTH ACT OF 1977 30 USC 817A;0
DODD-FRANK WALL STREET REFORM AND CONSUMER PROTECTION ACT;25
THE FEDERAL MINE SAFETY AND HEALTH ACT OF 1977 30 USC 802;0
THE FEDERAL MINE SAFETY AND HEALTH ACT OF 1977 30 USC 814;0
COMMERCIAL DEVELOPMENT OF OIL NATURAL GAS OR MINERALS;0
THE SECURITIES EXCHANGE ACT OF 1934 15 USC 78A ET SEQ;27
THE BRETTON WOODS AGREEMENTS ACT 22 USC 286 ET SEQ;0
COMMITTEE ON BANKING HOUSING AND URBAN AFFAIRS;95
THE SECURITIES EXCHANGE ACT OF 1934 15 USC 78C;5
THE SECURITIES EXCHANGE ACT OF 1934 15 USC 78M;4
COMMITTEE ON FINANCIAL SERVICES OF THE HOUSE;83
COMPTROLLER GENERAL OF THE UNITED STATES;57
APPROPRIATE CONGRESSIONAL COMMITTEES;0
THE SECURITIES EXCHANGE ACT OF 1934;79
SECURITIES AND EXCHANGE COMMISSION;159
UNDER THE CONTROL OF ARMED GROUPS;0
THE INSPECTOR GENERAL ACT OF 1978;0
DEMOCRATIC REPUBLIC OF THE CONGO;0
COMMITTEE ON WAYS AND MEANS;1
INTERNATIONAL MONETARY FUND;0
RESOURCE EXTRACTION ISSUER;0
INTERACTIVE DATA STANDARD;0
SECRETARY OF THE TREASURY;39
HOUSE OF REPRESENTATIVES;36
INTERACTIVE DATA FORMAT;0
REPORTING REQUIREMENTS;19
NATIONALLY RECOGNIZED;2
LESS FREQUENTLY THAN;17
RULE OF CONSTRUCTION;61
COLUMBITE-TANTALITE;0
COMPTROLLER GENERAL;91
MANAGEMENT STRATEGY;0
COAL OR OTHER MINE;0
FINANCIAL SERVICES;17
FOREIGN GOVERNMENT;9
IN CONNECTION WITH;176
FOR THE PURPOSE OF;79
IN ACCORDANCE WITH;246
ADJOINING COUNTRY;0
DEPOSIT INSURANCE;32
HOMELAND SECURITY;0
MINISTRY OF MINES;0
30 USC 801 ET SEQ;0
CONFLICT MINERAL;0
