2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;DODD-FRANK WALL STREET REFORM AND CONSUMER PROTECTION ACT;LegalReferences;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;FEDERAL DEPOSIT INSURANCE CORPORATION;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;INSURED DEPOSITORY INSTITUTION;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;INTERMEDIATE HOLDING COMPANY;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;BANK HOLDING COMPANY;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;BOARD OF GOVERNORS;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;RESOLUTION PROCESS;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;WITH REFERENCE TO;LogicalConnectors;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;FEDERAL RESERVE;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;IMPLEMENTATION;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;ORGANIZATIONAL;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;AS A RESULT OF;LogicalConnectors;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;CLARIFICATION;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;EFFECTIVENESS;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;INTERNATIONAL;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;UNDERSTANDING;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;IN PARTICULAR;LogicalConnectors;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;TO THE EXTENT;LogicalConnectors;3
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;COMMUNICATED;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;CONFIDENTIAL;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;CONTINUATION;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;EXPECTATIONS;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;INTERMEDIATE;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;REQUIREMENTS;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SUBSIDIARIES;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SECTION 165D;LegalReferences;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;ADDITIONALLY;LogicalConnectors;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;IMPLEMENTING;RegulatoryOperators;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;DECEMBER 31;Attributes;3
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;IMPEDIMENTS;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;INFORMATION;EconomicOperands;3
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;REQUIREMENT;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;STRESS TEST;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SUPERVISORY;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;PURSUANT TO;FunctionWords;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SUBSECTIONS;LegalReferences;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;ADEQUATELY;Attributes;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;CONSISTENT;Attributes;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SUFFICIENT;Attributes;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;ACTIVITIES;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;BANKRUPTCY;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;COMPLIANCE;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;EXPERIENCE;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;OPERATIONS;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;PROVISIONS;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;REGULATION;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;RESOLUTION;EconomicOperands;19
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SUBMISSION;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SUBMITTING;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SUBSIDIARY;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SUPPLEMENT;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;APPLICABLE;FunctionWords;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;THROUGHOUT;FunctionWords;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SUBSECTION;LegalReferences;4
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;LIMITED TO;LogicalConnectors;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;PREVIOUSLY;LogicalConnectors;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;DETERMINED;RegulatoryOperators;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;ASSOCIATE;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;AVAILABLE;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;CONTINUES;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;CORPORATE;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;EXECUTION;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;EXECUTIVE;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;FINANCIAL;EconomicOperands;4
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;LIQUIDITY;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;PROTECTED;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;QUESTIONS;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;REFERENCE;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;RESOURCES;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;RESULTING;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;STRUCTURE;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SUBMITTED;EconomicOperands;3
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;FOLLOWING;FunctionWords;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;INCLUDING;LogicalConnectors;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;OTHERWISE;LogicalConnectors;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;DESCRIBES;Other;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;EFFECTIVE;Other;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;SUPERSEDE;Other;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;RELEVANT;Attributes;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;AGENCIES;EconomicOperands;4
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;ANALYSIS;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;BASELINE;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;BUSINESS;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;DIRECTOR;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;DISTRESS;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;DOCUMENT;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;DOMESTIC;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;ECONOMIC;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;ELEMENTS;EconomicOperands;2
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;ENTITIES;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;EXTENDED;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;GUIDANCE;EconomicOperands;1
2015-MITSUBISHI UFJ FINANCIAL GROUP.txt;INCLUDES;EconomicOperands;1
