2019-CAPITAL ONE FINANCIAL CORPORATION.txt;DODD-FRANK WALL STREET REFORM AND CONSUMER PROTECTION ACT;LegalReferences;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;FEDERAL DEPOSIT INSURANCE CORPORATION;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;FEDERAL RESERVE BOARD;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;FINANCIAL STATEMENTS;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;BOARD OF GOVERNORS;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;RESOLUTION PROCESS;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;WITH REFERENCE TO;LogicalConnectors;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;FEDERAL RESERVE;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;ORGANIZATIONAL;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;AS A RESULT OF;LogicalConnectors;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;INTERNATIONAL;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;RESTRUCTURING;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;UNDERSTANDING;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;TO THE EXTENT;LogicalConnectors;2
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;COMMUNICATED;EconomicOperands;2
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;CONFIDENTIAL;EconomicOperands;2
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;DEFICIENCIES;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;EXPECTATIONS;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;IMPROVEMENTS;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;REQUIREMENTS;EconomicOperands;2
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;SHORTCOMINGS;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;SECTION 165D;LegalReferences;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;ADDITIONALLY;LogicalConnectors;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;DECEMBER 31;Attributes;3
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;CORPORATION;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;INFORMATION;EconomicOperands;8
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;STRESS TEST;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;PURSUANT TO;FunctionWords;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;FOR EXAMPLE;LogicalConnectors;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;CONSISTENT;Attributes;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;COMPLIANCE;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;GOVERNANCE;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;MATERIALLY;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;RESOLUTION;EconomicOperands;14
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;SUBMISSION;EconomicOperands;2
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;SUBMITTING;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;THROUGHOUT;FunctionWords;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;SECTION 3C;LegalReferences;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;SECTION 8C;LegalReferences;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;SECTIONS 4;LegalReferences;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;ADDITIONAL;MathematicalOperators;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;DETERMINED;RegulatoryOperators;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;ASSISTANT;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;ASSOCIATE;EconomicOperands;1
2019-CAPITAL ONE FINANCIAL CORPORATION.txt;CORPORATE;EconomicOperands;1
