SECTIONS 116D AND 502BB OF THE FOREIGN ASSISTANCE ACT OF 1961 22 USC 2151ND AND 2304B;0;LegalReferences
SECTION 13A OR 15D OF THE SECURITIES EXCHANGE ACT OF 1934 15 USC 78M 78O;0;LegalReferences
UNITED NATIONS GROUP OF EXPERTS ON THE DEMOCRATIC REPUBLIC OF CONGO;0;EconomicOperands
THE FEDERAL MINE SAFETY AND HEALTH ACT OF 1977 30 USC 817A;0;LegalReferences
DODD-FRANK WALL STREET REFORM AND CONSUMER PROTECTION ACT;25;LegalReferences
THE FEDERAL MINE SAFETY AND HEALTH ACT OF 1977 30 USC 802;0;LegalReferences
THE FEDERAL MINE SAFETY AND HEALTH ACT OF 1977 30 USC 814;0;LegalReferences
COMMERCIAL DEVELOPMENT OF OIL NATURAL GAS OR MINERALS;0;EconomicOperands
THE SECURITIES EXCHANGE ACT OF 1934 15 USC 78A ET SEQ;27;LegalReferences
THE BRETTON WOODS AGREEMENTS ACT 22 USC 286 ET SEQ;0;LegalReferences
COMMITTEE ON BANKING HOUSING AND URBAN AFFAIRS;95;EconomicOperands
THE SECURITIES EXCHANGE ACT OF 1934 15 USC 78C;5;LegalReferences
THE SECURITIES EXCHANGE ACT OF 1934 15 USC 78M;4;LegalReferences
COMMITTEE ON FINANCIAL SERVICES OF THE HOUSE;83;EconomicOperands
COMPTROLLER GENERAL OF THE UNITED STATES;57;EconomicOperands
APPROPRIATE CONGRESSIONAL COMMITTEES;0;EconomicOperands
THE SECURITIES EXCHANGE ACT OF 1934;79;LegalReferences
SECURITIES AND EXCHANGE COMMISSION;159;EconomicOperands
UNDER THE CONTROL OF ARMED GROUPS;0;EconomicOperands
THE INSPECTOR GENERAL ACT OF 1978;0;LegalReferences
DEMOCRATIC REPUBLIC OF THE CONGO;0;EconomicOperands
COMMITTEE ON WAYS AND MEANS;1;EconomicOperands
INTERNATIONAL MONETARY FUND;0;EconomicOperands
RESOURCE EXTRACTION ISSUER;0;EconomicOperands
INTERACTIVE DATA STANDARD;0;EconomicOperands
SECRETARY OF THE TREASURY;39;EconomicOperands
HOUSE OF REPRESENTATIVES;36;EconomicOperands
INTERACTIVE DATA FORMAT;0;EconomicOperands
REPORTING REQUIREMENTS;19;EconomicOperands
NATIONALLY RECOGNIZED;2;EconomicOperands
LESS FREQUENTLY THAN;17;LogicalConnectors
RULE OF CONSTRUCTION;61;Other
COLUMBITE-TANTALITE;0;EconomicOperands
COMPTROLLER GENERAL;91;EconomicOperands
MANAGEMENT STRATEGY;0;EconomicOperands
COAL OR OTHER MINE;0;EconomicOperands
FINANCIAL SERVICES;17;EconomicOperands
FOREIGN GOVERNMENT;9;EconomicOperands
IN CONNECTION WITH;176;FunctionWords
FOR THE PURPOSE OF;79;LogicalConnectors
IN ACCORDANCE WITH;246;LogicalConnectors
ADJOINING COUNTRY;0;EconomicOperands
DEPOSIT INSURANCE;32;EconomicOperands
HOMELAND SECURITY;0;EconomicOperands
MINISTRY OF MINES;0;EconomicOperands
30 USC 801 ET SEQ;0;LegalReferences
CONFLICT MINERAL;0;EconomicOperands
PERIOD BEGINNING;92;EconomicOperands
CHARACTERIZED BY;1;LogicalConnectors
COMMUNITY BANKS;0;EconomicOperands
INSTRUMENTALITY;23;EconomicOperands
NONGOVERNMENTAL;1;EconomicOperands
REPRESENTATIVES;116;EconomicOperands
SECURITIES LAWS;33;EconomicOperands
VULNERABILITIES;1;EconomicOperands
THIS SUBSECTION;409;LegalReferences
WITH RESPECT TO;675;LogicalConnectors
RECOMMENDATIONS;143;RegulatoryOperators
ADMINISTRATION;32;EconomicOperands
APPROPRIATIONS;24;EconomicOperands
EFFECTIVE DATE;101;EconomicOperands
IDENTIFICATION;27;EconomicOperands
PRESIDENTIALLY;0;EconomicOperands
RECOMMENDATION;66;EconomicOperands
SUBPARAGRAPH A;395;LegalReferences
THIS PARAGRAPH;196;LegalReferences
NOT LATER THAN;282;LogicalConnectors
DECEMBER 2008;1;Attributes
SIGNIFICANTLY;9;Attributes
ADMINISTRATOR;6;EconomicOperands
CERTIFICATION;74;EconomicOperands
CONSIDERATION;71;EconomicOperands
CORE DEPOSITS;0;EconomicOperands
DETERMINATION;274;EconomicOperands
DUE DILIGENCE;13;EconomicOperands
EFFECTIVENESS;54;EconomicOperands
FUNCTIONALITY;0;EconomicOperands
INTERNATIONAL;50;EconomicOperands
ORGANIZATIONS;35;EconomicOperands
REGULATION OF;68;EconomicOperands
UNITED STATES;405;EconomicOperands
UNWARRANTABLE;0;EconomicOperands
URBAN AFFAIRS;6;EconomicOperands
MISCELLANEOUS;3;FunctionWords
SUBSTANTIALLY;28;FunctionWords
SECTION 110B2;0;LegalReferences
SECTION 13P1A;0;LegalReferences
IN PARTICULAR;0;LogicalConnectors
TO THE EXTENT;157;LogicalConnectors
AUTHORIZATION;34;RegulatoryOperators
APPROPRIATED;30;EconomicOperands
