FINANCIAL INSTITUTIONS REFORM RECOVERY AND ENFORCEMENT ACT OF 1989;10;LegalReferences
NONBANK FINANCIAL COMPANY SUPERVISED BY THE BOARD OF GOVERNORS;67;EconomicOperands
SUBSTANTIALLY EQUIVALENT TO THE LEVEL OF PROTECTION ACHIEVED;0;EconomicOperands
DODD-FRANK WALL STREET REFORM AND CONSUMER PROTECTION ACT;26;LegalReferences
THE LIABILITY RISK RETENTION ACT OF 1986 15 USC 3901A4;0;LegalReferences
NATIONAL ALLIANCE FOR INSURANCE EDUCATION & RESEARCH;0;EconomicOperands
THE CONSUMER FINANCIAL PROTECTION AGENCY ACT OF 2010;0;LegalReferences
COMMITTEES ON FINANCIAL SERVICES AND WAYS AND MEANS;0;EconomicOperands
INTERNATIONAL ASSOCIATION OF INSURANCE SUPERVISORS;0;EconomicOperands
THE FEDERAL CROP INSURANCE ACT 7 USC 1501 ET SEQ;0;LegalReferences
NATIONAL ASSOCIATION OF INSURANCE COMMISSIONERS;10;EconomicOperands
COMMITTEE ON BANKING HOUSING AND URBAN AFFAIRS;93;EconomicOperands
COMMITTEE ON FINANCIAL SERVICES OF THE HOUSE;83;EconomicOperands
CONSUMER PRICE INDEX FOR ALL URBAN CONSUMERS;0;EconomicOperands
OFFICE OF THE COMPTROLLER OF THE CURRENCY;109;EconomicOperands
COMPTROLLER GENERAL OF THE UNITED STATES;60;EconomicOperands
THE TERRORISM RISK INSURANCE ACT OF 2002;0;LegalReferences
FEDERAL DEPOSIT INSURANCE CORPORATION;109;EconomicOperands
FINANCIAL STABILITY OVERSIGHT COUNCIL;22;EconomicOperands
COMMODITY FUTURES TRADING COMMISSION;154;EconomicOperands
NATIONAL CREDIT UNION ADMINISTRATION;45;EconomicOperands
FEDERAL INSURANCE OFFICE ACT OF 2010;0;LegalReferences
FEDERAL FINANCIAL REGULATORY AGENCY;1;EconomicOperands
QUARTERLY LISTING OF ALIEN INSURERS;0;EconomicOperands
THE FINANCIAL STABILITY ACT OF 2010;5;LegalReferences
SECURITIES AND EXCHANGE COMMISSION;160;EconomicOperands
UNITED STATES TRADE REPRESENTATIVE;0;EconomicOperands
THE TRADE ACT OF 1974 19 USC 2171;0;LegalReferences
GLOBAL RISK MANAGEMENT INSTITUTE;0;EconomicOperands
INDEPENDENTLY PROCURED INSURANCE;0;EconomicOperands
NON-ADMITTED INSURANCE MODEL ACT;0;EconomicOperands
COMMITTEE ON FINANCIAL SERVICES;9;EconomicOperands
INSURANCE INSTITUTE OF AMERICA;0;EconomicOperands
REINSURANCE REFORM ACT OF 2010;0;LegalReferences
ADMINISTRATIVE PROCEDURES ACT;0;LegalReferences
THE PUBLIC HEALTH SERVICE ACT;0;LegalReferences
ASSOCIATE IN RISK MANAGEMENT;0;EconomicOperands
OFFICE OF THRIFT SUPERVISION;219;EconomicOperands
AMERICAN INSTITUTE FOR CPCU;0;EconomicOperands
COMMITTEE ON WAYS AND MEANS;1;EconomicOperands
COMMONWEALTH OF PUERTO RICO;2;EconomicOperands
EXEMPT COMMERCIAL PURCHASER;0;EconomicOperands
TERRORISM INSURANCE PROGRAM;0;EconomicOperands
THE PAPERWORK REDUCTION ACT;1;LegalReferences
ADOPTED NATIONWIDE UNIFORM;0;EconomicOperands
BUREAU OF LABOR STATISTICS;2;EconomicOperands
COMMITTEE ON THE JUDICIARY;6;EconomicOperands
DEPARTMENT OF THE TREASURY;17;EconomicOperands
NATIONAL PRODUCER DATABASE;0;EconomicOperands
NON-UNITED STATES INSURER;0;EconomicOperands
SECRETARY OF THE TREASURY;41;EconomicOperands
STATE INSURANCE REGULATOR;6;EconomicOperands
SURPLUS LINES ELIGIBILITY;0;EconomicOperands
